Genome,Compound_name,growth_rate,Compound,Metabolite,Higher.Level.Classification,ex_agree,vit_grow,vit_gr_rate,vit_agree,single_agreement,agreement,agreement_status
B3M12,starch,0,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,NA,NA,NA,NA,NA,NA,NA
B3M12,sucrose,1.917884882,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,NA,NA,NA,NA,NA,NA,NA
B3M12,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,NA,NA,NA,NA,NA,NA,NA
B3M12,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,xylose,0,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M12,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
B3M18,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3M18,acetate,2.274158224,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3M18,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3M18,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3M18,oxoglutarate,14.97611287,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,-1,0,0,-1,-1,-1,no_ex
B3M18,alanine,1.326264115,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,beta-alanine,0.549139964,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3M18,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3M18,arginine,0,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,asparagine,0.652034356,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,0,1,24.89101825246328,0,0,0,org_agree
B3M18,aspartate,0,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
B3M18,butyrate,0.363539414,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,0,0,0,-1,-1,-1,false_neg
B3M18,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3M18,cellobiose,2.115973652,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,citrate,3.144966881,EX_cit_e,Citrate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3M18,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
B3M18,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
B3M18,deoxyuridine,0.493310359,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3M18,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
B3M18,fructose,2.040341203,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,fucose,0.920561714,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3M18,fumarate,3.25364593,EX_fum_e,Fumarate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3M18,galactose,3.534310127,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3M18,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,glucose,0.980401535,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,gluconate,4.825634594,EX_glcn_e,D-Gluconate,Carboxylic Acid,-1,0,0,-1,-1,-1,no_ex
B3M18,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,glutamine,0.905176056,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,glutamate,2.469633102,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,glycerol,1.972568336,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,-1,-1,false_neg
B3M18,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3M18,glycogen,0,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3M18,histidine,1.016634142,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3M18,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3M18,isoleucine,0.302191923,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,inositol,2.876813165,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,lactate,2.048738649,EX_lac__L_e,L-Lactate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3M18,lactose,0.951809058,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,leucine,0,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,malate,3.330660399,EX_mal__L_e,L-Malate,Carboxylic Acid,-1,0,0,-1,-1,-1,no_ex
B3M18,maltose,2.24017379,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,mannose,2.236399779,EX_man_e,D-Mannose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,melibiose,3.084084579,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,mannitol,2.308226532,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,pectin,8.743539266,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3M18,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,propionate,1.842950907,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3M18,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,0,0,0,org_agree
B3M18,proline,2.115431781,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,pullulan,0.821863268,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3M18,pyruvate,3.908501614,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3M18,raffinose,0,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3M18,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3M18,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3M18,serine,0,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,starch,0,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3M18,succinate,3.452188461,EX_succ_e,Succinate,Carboxylic Acid,-1,0,0,-1,-1,-1,no_ex
B3M18,sucrose,1.583486041,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3M18,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
B3M18,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
B3M18,thymidine,0.327356456,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3M18,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
B3M18,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3M18,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3M18,xylose,1.50451831,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3M18,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3R02,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3R02,acetate,1.464409554,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3R02,galnac,1.381555894,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,glcnac,1.844968912,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,oxoglutarate,0,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,0,0,0,org_agree
B3R02,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,arginine,0.923719746,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,asparagine,0,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02,aspartate,14.9285735,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
B3R02,butyrate,0.240827612,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,0,0,0,-1,-1,-1,false_neg
B3R02,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,1,1,22.73942790559028,1,0,0,single_rescue
B3R02,cellobiose,2.234726475,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
B3R02,fructose,1.17761537,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,fumarate,0,EX_fum_e,Fumarate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,galactose,2.129710416,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,galactosamine,3.696749809,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,glucose,1.21222588,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,gluconate,0,EX_glcn_e,D-Gluconate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,glutamine,0.537345898,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,glutamate,1.020513423,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02,glycerol,0.737197084,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,0,0,single_rescue
B3R02,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3R02,glycogen,0.326526792,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,isoleucine,0.647642581,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,lactate,2.060344621,EX_lac__L_e,L-Lactate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3R02,lactose,0,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,leucine,0.736005872,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,maltose,1.97802131,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,mannose,0.782792433,EX_man_e,D-Mannose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,melibiose,0,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3R02,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02,mannitol,2.352987567,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,pectin,11.60927322,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,propionate,1.762451984,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3R02,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,0,0,0,org_agree
B3R02,proline,0.819685559,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,pullulan,1.982335899,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,pyruvate,1.419001667,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3R02,raffinose,0,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3R02,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3R02,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02,serine,0.755018385,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02,starch,1.22679504,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,sucrose,3.456489671,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
B3R02,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02,xylose,1.408350972,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
B3R02,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3R02_2,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
B3R02_2,acetate,1.345909578,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3R02_2,galnac,1.730052706,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02_2,glcnac,1.527824603,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,oxoglutarate,0,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,0,0,0,org_agree
B3R02_2,alanine,1.367138366,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02_2,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3R02_2,arginine,0.724012368,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,asparagine,0,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,aspartate,0,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
B3R02_2,butyrate,0.48252385,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,0,0,0,-1,-1,-1,false_neg
B3R02_2,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,1,1,22.739498865314847,1,1,1,false_pos
B3R02_2,cellobiose,1.995618459,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02_2,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
B3R02_2,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
B3R02_2,fructose,1.624218783,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
B3R02_2,fumarate,0.739732252,EX_fum_e,Fumarate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
B3R02_2,galactose,1.137179335,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,galactosamine,2.695836046,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
B3R02_2,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,glucosamine,1.829096736,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,glucose,1.133225201,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,gluconate,0,EX_glcn_e,D-Gluconate,Carboxylic Acid,1,0,0,0,0,0,org_agree
B3R02_2,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,glutamine,0.509421187,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,glutamate,1.17355777,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
B3R02_2,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
B3R02_2,glycerol,0.934873039,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,-1,-1,false_neg
B3R02_2,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,0,0,0,0,0,0,org_agree
