Genome.prokka	GTDB.Taxonomy
MARD_SAMN08886325_SAGS_MMP08886325-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216635
MARD_SAMN08886326_SAGS_MMP08886326-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216615
MARD_SAMN08886327_SAGS_MMP08886327-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003216595
MARD_SAMN08886328_SAGS_MMP08886328-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003216575
MARD_SAMN08886329_SAGS_MMP08886329-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216535
MARD_SAMN08886331_SAGS_MMP08886331-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216465
MARD_SAMN08886333_SAGS_MMP08886333-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-402-N21;s__AG-402-N21 sp003216435
MARD_SAMN08886334_SAGS_MMP08886334-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216355
MARD_SAMN08886335_SAGS_MMP08886335-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216415
MARD_SAMN08886336_SAGS_MMP08886336-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003216375
MARD_SAMN08886338_SAGS_MMP08886338-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003216295
MARD_SAMN08886339_SAGS_MMP08886339-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003216275
MARD_SAMN08886343_SAGS_MMP08886343-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003216175
MARD_SAMN08886347_SAGS_MMP08886347-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-B05;s__AG-409-B05 sp003216075
MARD_SAMN08886359_SAGS_MMP08886359-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-G20;s__AG-409-G20 sp003215775
MARD_SAMN08886364_SAGS_MMP08886364-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-J16;s__AG-409-J16 sp003215655
MARD_SAMN08886365_SAGS_MMP08886365-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-J19;s__AG-409-J19 sp003215635
MARD_SAMN08886367_SAGS_MMP08886367-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus sp003215555
MARD_SAMN08886369_SAGS_MMP08886369-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-L18;s__AG-409-L18 sp003215535
MARD_SAMN08886372_SAGS_MMP08886372-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-M05;s__AG-409-M05 sp003215435
MARD_SAMN08886375_SAGS_MMP08886375-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-P01;s__AG-409-P01 sp003215335
MARD_SAMN08886387_SAGS_MMP08886387-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_M
MARD_SAMN08886393_SAGS_MMP08886393-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003214815
MARD_SAMN08886407_SAGS_MMP08886407-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003214355
MARD_SAMN08886409_SAGS_MMP08886409-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003214315
MARD_SAMN08886414_SAGS_MMP08886414-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003214175
MARD_SAMN08886421_SAGS_MMP08886421-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213955
MARD_SAMN08886424_SAGS_MMP08886424-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213855
MARD_SAMN08886450_SAGS_MMP08886450-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213235
MARD_SAMN08886451_SAGS_MMP08886451-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003210135
MARD_SAMN08886492_SAGS_MMP08886492-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003212755
MARD_SAMN08886495_SAGS_MMP08886495-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus sp003212695
MARD_SAMN08886496_SAGS_MMP08886496-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003209755
MARD_SAMN08886513_SAGS_MMP08886513-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003212395
MARD_SAMN08886515_SAGS_MMP08886515-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003209655
MARD_SAMN08886528_SAGS_MMP08886528-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003209585
MARD_SAMN08886580_SAGS_MMP08886580-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp003211535
MARD_SAMN08886582_SAGS_MMP08886582-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp003209165
MARD_SAMN08886594_SAGS_MMP08886594-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003209065
MARD_SAMN08886599_SAGS_MMP08886599-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003211315
MARD_SAMN08886610_SAGS_MMP08886610-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003211135
MARD_SAMN08886640_SAGS_MMP08886640-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A pastoris
MARD_SAMN08886667_SAGS_MMP08886667-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003210285
MARD_SAMN08888560_REFG_MMP08888560-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteripontixanthobacter;s__Alteripontixanthobacter maritimus
MARD_SAMN08903215_REFG_MMP08903215-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__Hyphobacterium indicum
MARD_SAMN08906339_REFG_MMP08906339-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda chongwuensis
MARD_SAMN08912472_REFG_MMP08912472-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola algae
MARD_SAMN08913591_REFG_MMP08913591-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Bacillus_BN;s__Bacillus_BN acanthi
MARD_SAMN08917673_REFG_MMP08917673-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__Algihabitans;s__Algihabitans albus
MARD_SAMN08917691_REFG_MMP08917691-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Celerinatantimonadaceae;g__Alginatibacterium;s__Alginatibacterium sediminis
MARD_SAMN08918410_REFG_MMP08918410-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp003335585
MARD_SAMN08918501_REFG_MMP08918501-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudosulfitobacter;s__Pseudosulfitobacter pseudonitzschiae_A
MARD_SAMN08918503_REFG_MMP08918503-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudosulfitobacter;s__Pseudosulfitobacter sp003335545
MARD_SAMN08924931_REFG_MMP08924931-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Pleomorphovibrio;s__Pleomorphovibrio marinus
MARD_SAMN08934404_REFG_MMP08934404-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sediminicola
MARD_SAMN08934405_REFG_MMP08934405-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassorhabdomicrobium;s__Thalassorhabdomicrobium marinisediminis
MARD_SAMN08944605_REFG_MMP08944605-prokka	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Vallitalea;s__Vallitalea guaymasensis
MARD_SAMN08954522_REFG_MMP08954522-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter litoralis
MARD_SAMN08954523_REFG_MMP08954523-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Zobellella_A;s__Zobellella_A maritima
MARD_SAMN08954526_REFG_MMP08954526-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcus litoris
MARD_SAMN08965196_SAGS_MMP08965196-prokka	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__GCA-2716485;f__AAA071-K20;g__AAA071-K20;s__AAA071-K20 sp003265975
MARD_SAMN08969185_REFG_MMP08969185-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Meridianimarinicoccus;s__Meridianimarinicoccus zhengii
MARD_SAMN08970161_REFG_MMP08970161-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter oceanensis
MARD_SAMN08970498_REFG_MMP08970498-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter aggregans
MARD_SAMN08979297_REFG_MMP08979297-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Marinitenerispora;s__Marinitenerispora sediminis
MARD_SAMN08984060_REFG_MMP08984060-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae
MARD_SAMN08993916_REFG_MMP08993916-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marixanthomonas;s__Marixanthomonas spongiae
MARD_SAMN08997732_REFG_MMP08997732-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella tangerina
MARD_SAMN08997828_REFG_MMP08997828-prokka	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__QGGB01;s__QGGB01 sp003150675
MARD_SAMN08997836_REFG_MMP08997836-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Parahaliea;s__Parahaliea mediterranea
MARD_SAMN08997837_REFG_MMP08997837-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__WN38;s__WN38 sp003185655
MARD_SAMN08998225_REFG_MMP08998225-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;s__Dehalogenimonas alkenigignens
MARD_SAMN08998300_REFG_MMP08998300-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salibaculum;s__Salibaculum griseiflavum
MARD_SAMN09007269_SAGS_MMP09007269-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp003130815
MARD_SAMN09010082_REFG_MMP09010082-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__Abyssibacter profundi
MARD_SAMN09041437_REFG_MMP09041437-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__E85;s__E85 sp003149435
MARD_SAMN09041732_REFG_MMP09041732-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis
MARD_SAMN09064531_REFG_MMP09064531-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Litorimonas;s__Litorimonas taeanensis
MARD_SAMN09064533_REFG_MMP09064533-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Otariodibacter;s__Otariodibacter oris
MARD_SAMN09074685_REFG_MMP09074685-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-25080;g__Umboniibacter;s__Umboniibacter marinipuniceus
MARD_SAMN09074692_REFG_MMP09074692-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-18226;g__Cytobacillus;s__Cytobacillus oceanisediminis_A
MARD_SAMN09074742_REFG_MMP09074742-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sediminilitoris
MARD_SAMN09074747_REFG_MMP09074747-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola aphaedonensis
MARD_SAMN09074750_REFG_MMP09074750-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella epiphytica
MARD_SAMN09074796_REFG_MMP09074796-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella arenosi
MARD_SAMN09074797_REFG_MMP09074797-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella pacifica
MARD_SAMN09074856_REFG_MMP09074856-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-26407;f__DSM-26407;g__Thioalbus;s__Thioalbus denitrificans
MARD_SAMN09074857_REFG_MMP09074857-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella;s__Arenicella xantha
MARD_SAMN09074869_REFG_MMP09074869-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingopyxis;s__Parasphingopyxis lamellibrachiae
MARD_SAMN09074945_REFG_MMP09074945-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pontivivens;s__Pontivivens insulae
MARD_SAMN09074954_REFG_MMP09074954-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas aquiplantarum
MARD_SAMN09074955_REFG_MMP09074955-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas foliarum
MARD_SAMN09074957_REFG_MMP09074957-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas rhizomae
MARD_SAMN09074958_REFG_MMP09074958-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas pollencensis
MARD_SAMN09074965_REFG_MMP09074965-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__Aestuariispira;s__Aestuariispira insulae
MARD_SAMN09075496_REFG_MMP09075496-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus lutimaris
MARD_SAMN09075500_REFG_MMP09075500-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella eximia
MARD_SAMN09078362_REFG_MMP09078362-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Marinospirillum;s__Marinospirillum perlucidum
MARD_SAMN09078458_REFG_MMP09078458-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;s__Reichenbachiella versicolor
MARD_SAMN09080319_REFG_MMP09080319-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter marinus
MARD_SAMN09080596_REFG_MMP09080596-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;s__Marinifilum breve
MARD_SAMN09083205_REFG_MMP09083205-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus
MARD_SAMN09104480_REFG_MMP09104480-prokka	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus iniae
MARD_SAMN09195925_REFG_MMP09195925-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__Brumimicrobium sp003143775
MARD_SAMN09196822_REFG_MMP09196822-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter vulgaris
MARD_SAMN09205055_REFG_MMP09205055-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Xanthomarina;s__Xanthomarina sp003144015
MARD_SAMN09205056_REFG_MMP09205056-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio albus
MARD_SAMN09205228_REFG_MMP09205228-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litorivita;s__Litorivita pollutaquae
MARD_SAMN09206170_REFG_MMP09206170-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens
MARD_SAMN09209463_REFG_MMP09209463-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halovulum;s__Halovulum sediminis
MARD_SAMN09214043_REFG_MMP09214043-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas portus
MARD_SAMN09217665_REFG_MMP09217665-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda koreensis
MARD_SAMN09218204_REFG_MMP09218204-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter_A;s__Marinobacter_A bohaiensis
MARD_SAMN09228017_REFG_MMP09228017-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sediminilitoris
MARD_SAMN09228018_REFG_MMP09228018-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__Amaricoccus sp003258405
MARD_SAMN09228019_REFG_MMP09228019-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Confluentibacter;s__Confluentibacter sediminis
MARD_SAMN09228020_REFG_MMP09228020-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas shanghaiensis
MARD_SAMN09228104_REFG_MMP09228104-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Meridianimarinicoccus;s__Meridianimarinicoccus roseus
MARD_SAMN09228975_REFG_MMP09228975-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax_A;s__Alcanivorax_A indicus
MARD_SAMN09228976_REFG_MMP09228976-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinimicrobium_A;s__Marinimicrobium_A alkaliphilum
MARD_SAMN09230410_REFG_MMP09230410-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas arctica
MARD_SAMN09230411_REFG_MMP09230411-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus litoralis
MARD_SAMN09236930_REFG_MMP09236930-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__Aestuariivirga litoralis
MARD_SAMN09240566_REFG_MMP09240566-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas undina
MARD_SAMN09245781_REFG_MMP09245781-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora globispora
MARD_SAMN09245787_REFG_MMP09245787-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora echinaurantiaca
MARD_SAMN09245960_REFG_MMP09245960-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HLUCCA09;s__HLUCCA09 sp003340565
MARD_SAMN09269650_REFG_MMP09269650-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola sediminis
MARD_SAMN09269770_REFG_MMP09269770-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteriqipengyuania;s__Alteriqipengyuania lutimaris
MARD_SAMN09269811_REFG_MMP09269811-prokka	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Lujinxingia;s__Lujinxingia litoralis
